"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51","NA52","NA53","NA54","NA55","NA56","NA57","NA58","NA59","NA60","NA61","NA62","NA63","NA64","NA65","NA66","NA67","NA68","NA69","NA70","NA71","NA72","NA73","NA74","NA75","NA76","NA77","NA78","NA79","NA80","NA81","NA82","NA83","NA84","NA85","NA86","NA87","NA88","NA89"
"184","P8.Leer..libro..revista..gaceta..","150.725189957623","15.8","70.2127852892046","15.3","80.5124046684186","16.2","36.3923483891687","14.5","39.9081714302285","14.6","37.8946996516089","15.6","36.5299704866171","19.3","22.982431797896","13.4","42.4926972883818","20.3","61.9839149029845","15.2","23.2661459683609","14.1","34.589673839439","11.2","20.9591642896154","7.8","62.2018414353485","34.7","21.2466124127844","29.1","11.7278979804358","9.3","35.4769137887205","13.2","108.651630461883","17.3","128.801234176025","16","21.9239557815977","14.4","138.918371634395","16.5","11.8068183232285","10.5","148.979050273729","15.7","1.74613968389422","56.1","71.0955035343233","13.5","79.6296864232999","18.6","148.41708158156","16.1","2.30810837606318","7.6","125.431258204704","15.8","25.2939317529193","15.7","149.305286048023","15.8","1.41990390960022","14","20.8219586953826","17.7","57.3365607801895","13.3","66.3871585302624","18.7","6.17951195178868","11.9","10.8529182807048","34.3","14.6673105586757","14.5","37.172916980632","20.5","17.3028368161801","13.5","45.4126916497364","14.8","9.47200276022652","10.9","11.0610273495535","13.3","4.78348556191428","13.2"
"185","P8.Practicar.deportes","52.1211689597281","5.5","31.9592718854572","7","20.1618970742709","4.1","19.9188235409369","8","14.550487339403","5.3","11.3964167105841","4.7","6.25544136880402","3.3","11.304103694581","6.6","11.7757702041509","5.6","19.906851970033","4.9","9.13444309096313","5.5","9.85694767008179","3.2","11.4518459198496","4.3","9.54813661926276","5.3","15.8212927667996","21.7","5.44294598373427","4.3","24.7977674962301","9.3","24.6927698879128","3.9","37.8068069879619","4.7","14.3143619717662","9.4","41.6377634352642","4.9","10.4834055244639","9.3","52.1211689597281","5.5","0","0","34.1712421951198","6.5","17.9499267646083","4.2","51.3177911493128","5.5","0.80337781041533","2.6","46.9476913612654","5.9","5.17347759846265","3.2","51.3551812453016","5.4","0.765987714426533","7.5","8.77234580909838","7.4","26.9185986789198","6.3","14.5514488902756","4.1","1.87877558143434","3.6","1.07374732820741","3.4","7.91294198894795","7.8","13.6950359156201","7.5","1.75300210962172","1.4","12.3390894514084","4","2.87933862784632","3.3","10.0703549196781","12.1","2.3976586183981","6.6"
"186","P8.Convivir.con.mi.familia..hijos","313.480232152493","32.8","136.178628462885","29.7","177.301603689609","35.7","40.4936107843878","16.2","94.6006350228781","34.6","95.974597582627","39.6","82.4113887626003","43.6","54.5553309607358","31.7","67.2249622576411","32.1","134.261375564534","32.9","57.4385633695818","34.8","105.16834406656","34","86.7640811116867","32.4","46.4424185677006","25.9","26.5434839204841","36.4","48.5619044860613","38.5","91.5975205070922","34.2","201.446456283511","32","266.383592533795","33.2","47.0966396186981","30.9","272.094479357158","32.3","41.3857527953353","36.8","310.365104059434","32.6","3.1151280930589","100","155.726829487945","29.5","157.753402664549","36.9","305.602029688236","33","7.8782024642572","26","281.222454409801","35.4","32.2577777426918","20","309.92315874048","32.8","3.55707341201347","35","20.5357823907307","17.4","125.968442107219","29.3","145.263440671759","40.9","21.7125669827844","41.7","12.7800722933936","40.4","45.9883537317819","45.5","13.1954856469461","7.3","65.9537992070455","51.6","110.601854358993","36.1","42.3843383523132","48.7","11.1558248357271","13.4","11.4205037262926","31.6"
"187","P8.Navegar.en.internet","156.471450957086","16.4","76.212204796329","16.6","80.2592461607574","16.2","66.8274512462207","26.7","55.3731315461483","20.3","23.5993902131325","9.7","10.6714779515848","5.6","46.0668594318651","26.8","29.4301886520369","14.1","66.0826562683499","16.2","14.8917466048345","9","50.5983700043014","16.4","28.8482424740458","10.8","21.2873270918728","11.9","25.2383991849893","34.6","30.4991122018771","24.2","49.1993317002932","18.4","96.89529900455","15.4","130.584874649757","16.3","25.8865763073293","17","134.904835248017","16","21.5666157090696","19.2","154.725311273192","16.3","1.74613968389422","56.1","89.0904352610301","16.9","67.3810156960563","15.8","153.294351193713","16.6","3.17709976337337","10.5","130.900255126393","16.5","25.5711958306938","15.9","155.70546324266","16.5","0.765987714426533","7.5","28.3465592299811","24.1","97.0137072262518","22.6","29.2324089194192","8.2","1.87877558143434","3.6","1.91014320741257","6","15.748298420407","15.6","31.2620874740884","17.2","18.250786215697","14.3","50.7662237399806","16.6","11.6084437243574","13.3","18.6457581425853","22.4","8.2797100325581","22.9"
"188","P8.Revisar.redes.sociales","199.164771982972","20.9","97.2750461575971","21.2","101.889725825375","20.5","85.7886205538298","34.3","67.0825284517412","24.5","34.6165545110657","14.3","11.6770684663353","6.2","41.8198510316765","24.3","44.0811697798435","21.1","90.0968447660348","22.1","23.1669064054171","14","55.3399945004732","17.9","37.1798149932011","13.9","41.3591083241615","23.1","32.1095038510395","44","33.1763503140967","26.3","65.5171190680555","24.4","124.676668972611","19.8","159.552201485812","19.9","39.6125704971598","26","173.689280623923","20.6","25.475491359049","22.6","198.735714771125","20.9","0.429057211846691","13.8","116.305083239192","22.1","82.8596887437804","19.4","196.536459730897","21.3","2.6283122520753","8.7","161.017900964331","20.3","38.1468710186414","23.7","198.122975024858","21","1.04179695811346","10.3","39.6999132616238","33.7","117.529576824265","27.3","38.0082275602879","10.7","3.92705433679528","7.5","11.044786790248","34.9","22.3661896420475","22.1","41.2711102760657","22.7","21.5165898662674","16.8","68.2755146946194","22.3","9.47337482819131","10.9","16.9344888219597","20.4","8.28271706357292","22.9"
"189","P8.Ver.videos.de.Youtube","117.509457541926","12.3","58.2572189365895","12.7","59.2522386053369","11.9","57.8137722509478","23.1","33.973917302895","12.4","19.1148233014777","7.9","6.60694468660587","3.5","30.4513618805257","17.7","21.1301908432966","10.1","54.0517375392777","13.2","11.8761672788265","7.2","42.6249642655325","13.8","17.1645580937475","6.4","17.1805709062749","9.6","21.198709267351","29","19.3406550090205","15.3","35.9320368404045","13.4","73.5944126590177","11.7","95.9868204511714","12","21.5226370907551","14.1","103.529115004124","12.3","13.9803425378028","12.4","117.08040033008","12.3","0.429057211846691","13.8","73.8445958703501","14","43.6648616715763","10.2","110.685332363446","12","6.82412517848034","22.5","94.7843361407676","11.9","22.7251214011588","14.1","117.129153134124","12.4","0.380304407802217","3.7","24.9538844236324","21.2","70.2887251413062","16.3","21.7082204275924","6.1","0.558627549395416","1.1","1.08269158511304","3.4","12.0966277110653","12","26.0173276699152","14.3","12.6962560564725","9.9","35.6577355269472","11.6","8.57003909780419","9.8","11.6987142548629","14.1","9.69006563974612","26.8"
"190","P8.Jugar.video.juegos","99.021327735387","10.4","69.0486068192445","15.1","29.9727209161425","6","58.0872096602316","23.2","26.2612987135879","9.6","12.0769339968111","5","2.59588536475635","1.4","20.9060498384463","12.2","18.1100569607438","8.7","51.652982885658","12.6","8.35223805053889","5.1","28.909326019371","9.4","4.08437073445371","1.5","40.8753992976346","22.8","16.8634370290013","23.1","8.28879465492649","6.6","35.2808045035968","13.2","59.29325705822","9.4","74.7503026953253","9.3","24.2710250400617","15.9","88.0115482718519","10.4","11.0097794635351","9.8","99.021327735387","10.4","0","0","78.4341855036413","14.9","20.5871422317457","4.8","94.2950419469679","10.2","4.72628578841915","15.6","66.5637840272366","8.4","32.4575437081504","20.2","97.4990424054823","10.3","1.52228532990474","15","26.2584831186096","22.3","58.0900252552099","13.5","14.3620939883303","4","0.310725373237136","0.6","1.8839539567659","6","6.50571797900848","6.4","32.9478151646793","18.1","8.14271413434656","6.4","25.5234770196309","8.3","4.99161457899971","5.7","8.10226195748864","9.8","10.9237729444676","30.2"
"191","P8.Jugar.con.mis.mascotas","69.022243594941","7.2","35.486327434737","7.7","33.535916160204","6.8","28.1754686995161","11.3","16.2772296614919","6","15.343977629057","6.3","9.22556760487605","4.9","11.9616826462356","7","17.3362551856033","8.3","33.169565272423","8.1","6.55474049067911","4","14.1738820417809","4.6","6.82456316326892","2.5","28.5162081116983","15.9","10.2146228473347","14","9.29296743085822","7.4","21.9211173088317","8.2","45.3311420259207","7.2","50.9533783456766","6.3","18.0688652492644","11.9","65.1699915353737","7.7","3.8522520595673","3.4","69.022243594941","7.3","0","0","43.3125762601398","8.2","25.7096673348011","6","68.6419391871387","7.4","0.380304407802217","1.3","50.5747001960179","6.4","18.447543398923","11.5","68.2286167105467","7.2","0.793626884394266","7.8","14.9401271218024","12.7","31.0574323827776","7.2","20.6921079629455","5.8","2.33257612741552","4.5","2.41804326607331","7.6","8.79495273283075","8.7","19.2846041964977","10.6","3.22372192618054","2.5","20.6390979436929","6.7","3.87631348111385","4.5","7.30144344193739","8.8","3.48406660661458","9.6"
"192","P8.Darme.un.buen.ba.o","102.232487693034","10.7","46.8025368249436","10.2","55.4299508680905","11.2","27.8669380886789","11.1","32.5563807748513","11.9","22.8773747475064","9.4","18.9317940819975","10","19.0958543935414","11.1","19.6678712285221","9.4","49.7652746100259","12.2","13.7034874609446","8.3","30.5051433975883","9.9","6.21046146289501","2.3","23.6295891389078","13.2","17.698609799285","24.2","24.188683894358","19.2","26.650688358017","9.9","73.6177343355964","11.7","88.2580952151541","11","13.9743924778799","9.2","89.556191812897","10.6","12.6762958801371","11.3","102.232487693034","10.7","0","0","53.4757572267167","10.1","48.7567304663174","11.4","96.1063493796621","10.4","6.12613831337202","20.2","85.080799702413","10.7","17.1516879906211","10.7","100.649310127748","10.7","1.58317756528591","15.6","11.0345171703875","9.4","51.7688031663163","12","34.7665628115421","9.8","4.66260454478818","9","2.16326773146361","6.8","9.31460715949167","9.2","22.8411593808933","12.6","12.1238824163705","9.5","27.0796778837525","8.8","14.8846566783517","17.1","8.49029656768503","10.2","5.33493987502576","14.8"
"193","P8.Escuchar.el.radio","70.5324448970793","7.4","30.5142969430992","6.7","40.0181479539801","8.1","14.6222321298409","5.8","19.1989147071619","7","19.8116027215968","8.2","16.8996953384797","8.9","9.47632060085456","5.5","13.2167805672341","6.3","30.6598669235147","7.5","17.1794768054759","10.4","28.4537662034319","9.2","8.6349001277495","3.2","8.2665885579651","4.6","15.9505583552511","21.9","9.22663165268169","7.3","24.108485421567","9","45.3281000202083","7.2","56.5136090407793","7","14.0188358563","9.2","60.4427953318122","7.2","10.0896495652671","9","70.5324448970793","7.4","0","0","40.4982533266712","7.7","30.0341915704081","7","64.2944973258858","7","6.23794757119347","20.6","61.4764840184726","7.7","9.05596087860674","5.6","70.5324448970793","7.5","0","0","6.9201833053308","5.9","27.2493175693802","6.3","33.7313116869597","9.5","2.63163233540857","5.1","3.10959590698118","9.8","4.73241576864641","4.7","14.0940618897292","7.8","8.94380189639096","7","17.3310728230331","5.7","11.2808371580517","13","9.83856182497904","11.8","1.2020976292677","3.3"
"194","P8.Hablar.por.tel.fono","104.119038143699","10.9","49.391440212714","10.8","54.7275979309846","11","33.3645850525756","13.3","23.0891911642872","8.4","24.8863819408582","10.3","22.7788799859777","12","20.5239154819282","11.9","15.8610976167575","7.6","55.8887333120411","13.7","11.8452917329718","7.2","16.7604780914264","5.4","4.95155338304472","1.8","45.2066972953778","25.3","21.1578486462211","29","16.0424607276287","12.7","30.1544998605152","11.2","70.0141808851666","11.1","86.5066579228574","10.8","17.6123802208412","11.6","92.285289490569","11","11.8337486531296","10.5","103.410667157154","10.9","0.708370986544399","22.7","60.3095847479031","11.4","43.8094533957955","10.2","103.738733735896","11.2","0.380304407802217","1.3","80.326330629113","10.1","23.7927075145856","14.8","102.087322576715","10.8","2.03171556698324","20","14.6706603084807","12.5","45.8144040439253","10.7","40.1430369407393","11.3","3.49093685055334","6.7","6.57319562559601","20.8","15.6454003261663","15.5","25.4944358851698","14","4.37727146211132","3.4","24.3383219320401","7.9","9.21218528578693","10.6","7.06796774937746","8.5","11.4102598774506","31.6"
"195","P8.Otro..Especificar","64.0842767416706","6.7","26.9023402809929","5.9","37.1819364606777","7.5","22.301475567245","8.9","10.3513961773329","3.8","22.5136365509335","9.3","8.9177684461592","4.7","16.6866122873004","9.7","13.2148799107899","6.3","27.271860460155","6.7","6.91092408342532","4.2","52.9959026022872","17.2","1.22163360767822","0.5","4.26826787580298","2.4","0.348354037708261","0.5","5.250118618194","4.2","30.3346289566971","11.3","29.585689872699","4.7","54.3079894762191","6.8","9.77628726545151","6.4","43.5259350504251","5.2","20.5583416912455","18.3","64.0842767416706","6.7","0","0","42.3303653859511","8","21.7539113557195","5.1","61.0693471531522","6.6","3.01492958851846","9.9","60.5845102852571","7.6","3.49976645641351","2.2","62.7671942696231","6.6","1.31708247204753","13","14.2355660838661","12.1","19.8938860646635","4.6","21.532165696087","6.1","8.42265889705398","16.2","1.17876895060393","3.7","6.47673835430963","6.4","4.52040092383578","2.5","5.81404195029739","4.5","25.060470774204","8.2","11.3019132000548","13","6.09433623972227","7.3","3.63760634864282","10.1"
"196","Total","955","100","458.479869304297","100","496.520130695703","100","250.262069810008","100","273.286183224401","100","242.25363771566","100","189.198109249931","100","171.975654736107","100","209.257492173392","100","408.478586950589","100","165.288266139912","100","309","100","268","100","179","100","73","100","126","100","268.0514936446","100","629.202566356539","100","802.601817671208","100","152.398182328792","100","842.461816777251","100","112.538183222749","100","951.884871906941","100","3.1151280930589","100","527.293004889839","100","427.706995110161","100","924.669911180102","100","30.330088819898","100","793.99261007088","100","161.007389929119","100","944.84190750264","100","10.1580924973604","100","117.82035249218","100","430.102078548468","100","354.995695375431","100","52.0818735839202","100","31.6538325364769","100","101.074709648959","100","181.66214290362","100","127.904336624809","100","306.34521816183","100","87.0997258860742","100","83.0974944424357","100","36.1625397957959","100"
"197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198","P9","Total_Total_f","Total_Total_pct","F1_Hombre_f","F1_Hombre_pct","F1_Mujer_f","F1_Mujer_pct","Rangos.edad_18 a 25_f","Rangos.edad_18 a 25_pct","Rangos.edad_26 a 35_f","Rangos.edad_26 a 35_pct","Rangos.edad_36 a 45_f","Rangos.edad_36 a 45_pct","Rangos.edad_46 a 55_f","Rangos.edad_46 a 55_pct","nseREC_C+_f","nseREC_C+_pct","nseREC_C tipico_f","nseREC_C tipico_pct","nseREC_C-/D+_f","nseREC_C-/D+_pct","nseREC_D_f","nseREC_D_pct","Plaza_México_f","Plaza_México_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Mérida_f","Plaza_Mérida_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","tipoAudiencia_AudienciaAzteca_f","tipoAudiencia_AudienciaAzteca_pct","tipoAudiencia_AudienciaTelevisa_f","tipoAudiencia_AudienciaTelevisa_pct","P28.Canal.7..azteca.siete_FALSE_f","P28.Canal.7..azteca.siete_FALSE_pct","P28.Canal.7..azteca.siete_TRUE_f","P28.Canal.7..azteca.siete_TRUE_pct","P28.Canal.13..azteca.trece_FALSE_f","P28.Canal.13..azteca.trece_FALSE_pct","P28.Canal.13..azteca.trece_TRUE_f","P28.Canal.13..azteca.trece_TRUE_pct","P28.Canal.40..Proyecto.40_FALSE_f","P28.Canal.40..Proyecto.40_FALSE_pct","P28.Canal.40..Proyecto.40_TRUE_f","P28.Canal.40..Proyecto.40_TRUE_pct","P28.Canal.2..canal.de.las.estrella_FALSE_f","P28.Canal.2..canal.de.las.estrella_FALSE_pct","P28.Canal.2..canal.de.las.estrella_TRUE_f","P28.Canal.2..canal.de.las.estrella_TRUE_pct","P28.Canal.4..foro.tv_FALSE_f","P28.Canal.4..foro.tv_FALSE_pct","P28.Canal.4..foro.tv_TRUE_f","P28.Canal.4..foro.tv_TRUE_pct","P28.Canal.5_FALSE_f","P28.Canal.5_FALSE_pct","P28.Canal.5_TRUE_f","P28.Canal.5_TRUE_pct","P28.Canal.9..Galavisi.n_FALSE_f","P28.Canal.9..Galavisi.n_FALSE_pct","P28.Canal.9..Galavisi.n_TRUE_f","P28.Canal.9..Galavisi.n_TRUE_pct","Generacion_Generación Z_f","Generacion_Generación Z_pct","Generacion_Millennials_f","Generacion_Millennials_pct","Generacion_Generación X_f","Generacion_Generación X_pct","Generacion_Baby Bommers_f","Generacion_Baby Bommers_pct","B1_Papá solo con hijos_f","B1_Papá solo con hijos_pct","B1_Mamá sola con hijos_f","B1_Mamá sola con hijos_pct","B1_Vive solo(a)_f","B1_Vive solo(a)_pct","B1_Papá y Mamá no mayores a 35 años con hijos_f","B1_Papá y Mamá no mayores a 35 años con hijos_pct","B1_Papá y Mamá mayores a 35 años con hijos_f","B1_Papá y Mamá mayores a 35 años con hijos_pct","B1_Pareja, hijos y otros parientes_f","B1_Pareja, hijos y otros parientes_pct","B1_Pareja sin hijos_f","B1_Pareja sin hijos_pct","B1_Otra (especificar)_f","B1_Otra (especificar)_pct"
"199","P9.Pasear.al.aire.libre","239.947192110241","25.1","93.9824847207176","20.5","145.964707389523","29.4","47.979396169179","19.2","73.6817479415387","27","68.6780723686638","28.3","49.6079756308595","26.2","44.8806433472134","26.1","54.422172743154","26","100.232655389654","24.5","40.4117206302192","24.4","87.841997619199","28.4","50.3151354517724","18.8","75.0249658889438","41.9","14.4313656416492","19.8","12.3337275086765","9.8","48.5739288749937","18.1","187.060011624876","29.7","210.356436920135","26.2","29.5907551901061","19.4","220.964018425353","26.2","18.9831736848876","16.9","239.947192110241","25.2","0","0","103.633552407068","19.7","136.313639703173","31.9","226.156308864496","24.5","13.7908832457446","45.5","204.589606073334","25.8","35.3575860369068","22","238.349289471189","25.2","1.59790263905156","15.7","18.236461432105","15.5","109.58372505408","25.5","102.119725272279","28.8","10.0072803517766","19.2","8.13148859309269","25.7","29.53634493977","29.2","64.8063600446048","35.7","25.4447018028655","19.9","53.3660501236217","17.4","28.2369052406917","32.4","19.1673371955992","23.1","11.2580041699954","31.1"
"200","P9.Salir.a.comer","402.261423783779","42.1","170.813042357925","37.3","231.448381425854","46.6","89.224824569778","35.7","114.531379491971","41.9","102.063382004852","42.1","96.4418377171783","51","73.0980032837321","42.5","96.6613585632608","46.2","163.307769856538","40","69.1942920802483","41.9","144.138661885576","46.6","71.6513524779483","26.7","117.529564299023","65.7","27.9601747768723","38.3","40.9816703443592","32.5","98.8229010102256","36.9","286.668014247952","45.6","359.915729414382","44.8","42.3456943693977","27.8","347.809670601543","41.3","54.4517531822359","48.4","400.235970325187","42","2.02545345859193","65","182.252698619952","34.6","220.008725163828","51.4","389.710314077438","42.1","12.5511097063413","41.4","352.295669329421","44.4","49.9657544543585","31","398.118998860354","42.1","4.14242492342504","40.8","36.2777049366667","30.8","179.869621750637","41.8","163.343893177571","46","22.7702039189048","43.7","14.9094803693627","47.1","48.8406797808809","48.3","89.7515687334145","49.4","45.5677201284352","35.6","115.127094483125","37.6","42.8940856415372","49.2","27.9045752390744","33.6","17.26621940795","47.7"
"201","P9.Salir.a.caminar","263.06211009388","27.5","119.49276907521","26.1","143.56934101867","28.9","59.1204794811147","23.6","78.6899837231998","28.8","65.1444179076086","26.9","60.1072289819573","31.8","40.0159922846484","23.3","57.8866098000877","27.7","111.865623739543","27.4","53.2938842696008","32.2","85.6527784841749","27.7","60.8356821600744","22.7","69.3592228804747","38.7","25.7876168706217","35.3","21.4268096985347","17","59.9743359732281","22.4","193.506087123406","30.8","227.712427103343","28.4","35.3496829905375","23.2","238.866514323037","28.4","24.1955957708439","21.5","262.633052882034","27.6","0.429057211846691","13.8","136.325903845379","25.9","126.736206248501","29.6","249.947218980664","27","13.114891113216","43.2","212.972949123339","26.8","50.0891609705413","31.1","259.496281302733","27.5","3.5658287911473","35.1","28.4571429291429","24.2","118.910829526508","27.6","98.7059754067727","27.8","16.9881622314564","32.6","6.65480797786618","21","26.7614648665189","26.5","63.7285966262742","35.1","32.7077403239983","25.6","73.0288861929528","23.8","24.883381630888","28.6","26.7614580112935","32.2","8.53577446408863","23.6"
"202","P9.Ir.bailar","212.87296769357","22.3","92.5612172965335","20.2","120.311750397036","24.2","91.2746191909203","36.5","76.0348337846075","27.8","34.1532601564023","14.1","11.4102545616398","6","50.4631832115402","29.3","44.0739793820901","21.1","98.0062855324498","24","20.3295195674897","12.3","68.6838928313247","22.2","45.6077566425087","17","61.8127279802307","34.5","17.4277928326781","23.9","19.3407974068277","15.3","59.6240734264563","22.2","147.550268415698","23.5","179.566986900953","22.4","33.3059807926171","21.9","186.983932271577","22.2","25.8890354219925","23","212.443910481723","22.3","0.429057211846691","13.8","121.999568842793","23.1","90.873398850777","21.2","204.787314744597","22.1","8.08565294897294","26.7","165.323548035735","20.8","47.5494196578345","29.5","211.831170735456","22.4","1.04179695811346","10.3","45.1576980430785","38.3","128.41660169949","29.9","36.8964367819136","10.4","2.4022311690876","4.6","4.85708143089103","15.3","20.4656594352468","20.2","60.1506715003973","33.1","25.9660481074596","20.3","60.6671689572593","19.8","21.3398583631665","24.5","13.7270407304598","16.5","5.69943916868952","15.8"
"203","P9.Salir.a.tomar.un.caf","133.001873864263","13.9","53.2373273835953","11.6","79.7645464806677","16.1","27.7253182112714","11.1","37.037212356244","13.6","41.6160040676174","17.2","26.6233392291301","14.1","35.2388378370041","20.5","25.1515037155096","12","59.8728606152426","14.7","12.7386716965067","7.7","38.9317194056551","12.6","22.6777223229723","8.5","30.3686065626307","17","18.6789143066342","25.6","22.3449112663707","17.7","26.2481077320397","9.8","102.402983359043","16.3","118.381391223803","14.7","14.6204826404596","9.6","121.80330598453","14.5","11.1985678797333","10","132.572816652416","13.9","0.429057211846691","13.8","56.1168393927202","10.6","76.8850344715428","18","129.746953515541","14","3.2549203487217","10.7","113.019542014678","14.2","19.9823318495852","12.4","130.721177175069","13.8","2.28069668919373","22.5","8.51479636793316","7.2","63.3708756702967","14.7","59.5625749598475","16.8","1.55362686618568","3","4.21625421934003","13.3","13.0631921356474","12.9","28.4625180373004","15.7","12.0858385037331","9.4","39.662810355955","12.9","11.7414264664293","13.5","15.1370232872701","18.2","8.63281085858756","23.9"
"204","P9.Leer..libro..revista..gaceta..","54.5725244605686","5.7","26.6611606989455","5.8","27.9113637616231","5.6","11.7233360359569","4.7","17.3739674706773","6.4","12.7369000973369","5.3","12.7383208565975","6.7","9.47462946657292","5.5","14.6414902465459","7","19.3849819832754","4.7","11.0714227641744","6.7","11.5722603896861","3.7","9.65852568326535","3.6","14.4518360093082","8.1","18.3947928292037","25.2","0.495109549105226","0.4","16.4572461362278","6.1","35.8450710359948","5.7","48.3073435857757","6","6.26518087479291","4.1","44.3804591991336","5.3","10.1920652614349","9.1","54.5725244605686","5.7","0","0","28.0804767594633","5.3","26.4920477011053","6.2","54.2593859479656","5.9","0.313138512602979","1","45.845778150885","5.8","8.72674630968354","5.4","54.2593859479656","5.7","0.313138512602979","3.1","4.74785505347437","4","24.6625869657628","5.7","20.1479613701306","5.7","5.01412107120082","9.6","0.664997081322024","2.1","7.34764665496363","7.3","14.4344023614774","7.9","2.10191215401108","1.6","8.91384496286127","2.9","3.81119268496163","4.4","13.4293556667665","16.2","3.86917289420503","10.7"
